,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
197,104年 2月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,104年 3月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,104年 4月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,104年 5月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,104年 6月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,104年 7月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,104年 8月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,104年 9月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,104年 10月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,104年 11月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,104年 12月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,105年,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,105年 1月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,105年 2月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,105年 3月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,105年 4月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,105年 5月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,105年 6月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,105年 7月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,105年 8月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,105年 9月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,105年 10月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,105年 11月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,105年 12月,高雄市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89年,嘉義縣," 1,149 ",478,17,142,4,434,23,80,19,0,245,22,31,35,1,14,19,1,47,0,15,58,136,693,0,0,58,8,0,38,7,0,19,4,0,1,0,0,14,22,3,2, 746 ,0,9,50,1,0,0,0,0,6,0,6,0,0,20,1,2,0,48,19,143
1,89年 1月,嘉義縣, 100 ,43,0,25,0,32,1,10,1,0,15,2,0,1,0,1,3,0,5,0,1,3,12,84,0,0,5,2,0,2,1,0,3,0,0,0,0,0,2,0,2,0, 71 ,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,15
2,89年 2月,嘉義縣, 68 ,33,2,23,0,29,1,5,0,0,12,1,1,2,0,3,1,0,1,0,1,2,18,72,0,0,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0, 68 ,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,5
3,89年 3月,嘉義縣, 80 ,35,1,11,1,35,1,4,1,0,10,4,0,3,0,1,3,0,0,0,1,2,6,50,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0, 55 ,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,4,12
4,89年 4月,嘉義縣, 84 ,60,2,10,0,31,2,8,2,0,28,3,1,3,0,0,2,1,1,0,1,2,14,65,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,3,0,1, 39 ,0,0,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,0,11
5,89年 5月,嘉義縣, 116 ,40,1,14,0,35,1,6,3,0,25,0,1,1,0,2,1,0,2,0,1,3,6,61,0,0,6,1,0,4,1,0,3,1,0,0,0,0,1,2,1,0, 57 ,0,3,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6,4,4
6,89年 6月,嘉義縣, 100 ,39,0,12,0,28,3,5,0,0,13,0,3,2,0,2,2,0,3,0,0,6,6,48,0,0,4,1,0,2,0,0,2,0,0,1,0,0,3,2,0,0, 29 ,0,1,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,4,1,6
7,89年 7月,嘉義縣, 116 ,38,0,6,0,41,0,4,2,0,21,0,7,1,0,1,1,0,1,0,1,0,12,50,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1, 56 ,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,17
8,89年 8月,嘉義縣, 126 ,35,1,9,0,44,2,5,2,0,27,5,4,5,0,0,1,0,10,0,3,7,18,59,0,0,9,1,0,5,0,0,2,1,0,0,0,0,2,6,0,0, 79 ,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,10
9,89年 9月,嘉義縣, 100 ,49,4,8,0,56,0,11,2,0,16,1,2,7,0,0,2,0,2,0,1,3,14,60,0,0,10,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0, 81 ,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20
10,89年 10月,嘉義縣, 94 ,34,2,12,1,40,7,8,2,0,27,3,2,1,1,2,2,0,3,0,2,11,11,44,0,0,4,0,0,4,1,0,1,0,0,0,0,0,3,1,0,0, 74 ,0,1,4,0,0,0,0,0,1,0,1,0,0,4,0,0,0,7,1,19
11,89年 11月,嘉義縣, 91 ,29,1,4,1,27,1,9,1,0,29,1,7,5,0,2,1,0,13,0,1,10,8,64,0,0,6,0,0,4,1,0,1,1,0,0,0,0,0,4,0,0, 67 ,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,16
12,89年 12月,嘉義縣, 74 ,43,3,8,1,36,4,5,3,0,22,2,3,4,0,0,0,0,6,0,2,9,11,36,0,0,5,0,0,2,2,0,3,0,0,0,0,0,0,2,0,0, 70 ,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,8
13,90年,嘉義縣," 1,258 ",463,16,76,3,527,60,81,36,0,281,29,44,45,2,31,52,2,74,2,39,86,204,358,0,0,80,14,0,15,20,0,10,4,0,1,0,0,12,41,1,1," 1,144 ",0,12,49,6,0,0,0,0,5,0,20,0,0,33,0,2,0,52,26,147
14,90年 1月,嘉義縣, 108 ,35,2,15,0,32,4,3,1,0,18,2,4,3,0,0,1,0,1,0,0,10,21,37,0,0,7,1,0,2,0,0,0,1,0,0,0,0,1,4,0,0, 119 ,0,2,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,9,1,17
15,90年 2月,嘉義縣, 87 ,32,1,10,0,34,2,4,3,0,22,1,1,2,0,0,2,0,5,0,4,5,8,31,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0, 89 ,0,0,9,0,0,0,0,0,0,0,2,0,0,1,0,1,0,6,0,9
16,90年 3月,嘉義縣, 84 ,46,4,10,1,51,0,7,4,0,21,3,6,4,0,2,7,0,13,0,3,11,10,31,0,0,7,1,0,1,0,0,1,0,0,0,0,0,2,5,0,0, 93 ,0,2,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4
17,90年 4月,嘉義縣, 108 ,37,1,8,1,35,1,9,3,0,21,0,4,7,0,1,3,0,5,0,1,6,13,41,0,0,5,1,0,3,0,0,3,0,0,1,0,0,0,3,0,0, 113 ,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,1,8
18,90年 5月,嘉義縣, 112 ,31,1,6,0,44,6,6,4,0,18,2,3,5,0,1,1,0,0,0,4,6,16,26,0,0,11,3,0,1,3,0,0,1,0,0,0,0,0,6,1,0, 109 ,0,1,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,2,13
19,90年 6月,嘉義縣, 93 ,50,1,6,0,39,4,6,3,0,18,2,5,5,2,2,3,0,4,0,1,7,14,45,0,0,5,1,0,2,3,0,0,0,0,0,0,0,0,3,0,0, 100 ,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,4,1,17
20,90年 7月,嘉義縣, 120 ,27,2,2,0,46,1,7,2,0,34,2,10,3,0,2,6,0,2,0,7,6,19,28,0,0,8,3,0,1,1,0,1,1,0,0,0,0,0,3,0,0, 95 ,0,1,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,7,5,12
21,90年 8月,嘉義縣, 120 ,35,0,2,1,53,7,6,1,0,29,3,7,3,0,3,7,0,3,0,2,8,16,41,0,0,6,1,0,1,1,0,2,1,0,0,0,0,1,5,0,0, 110 ,0,2,7,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,3,19
22,90年 9月,嘉義縣, 88 ,40,2,2,0,50,8,6,7,0,15,4,2,4,0,5,6,0,11,0,2,3,16,22,0,0,4,1,0,0,4,0,2,0,0,0,0,0,0,4,0,0, 79 ,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,3,9
23,90年 10月,嘉義縣, 118 ,39,1,7,0,56,1,10,2,0,35,5,1,2,0,5,9,0,28,0,4,14,17,23,0,0,8,0,0,1,5,0,0,0,0,0,0,0,3,3,0,0, 83 ,0,2,4,0,0,0,0,0,2,0,3,0,0,5,0,0,0,6,2,14
24,90年 11月,嘉義縣, 121 ,39,0,2,0,36,17,9,2,0,23,3,0,3,0,8,4,2,1,2,9,7,28,23,0,0,6,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0, 83 ,0,0,9,3,0,0,0,0,0,0,2,0,0,3,0,1,0,2,6,11
25,90年 12月,嘉義縣, 99 ,52,1,6,0,51,9,8,4,0,27,2,1,4,0,2,3,0,1,0,2,3,26,10,0,0,7,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1, 71 ,0,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,14
26,91年,嘉義縣," 1,365 ",576,14,50,1,511,67,98,23,3,310,30,38,31,1,48,52,0,121,2,44,50,335,152,0,0,79,13,0,37,33,0,13,5,3,1,0,0,10,45,2,0," 1,055 ",0,7,5,33,0,0,0,0,1,0,9,0,0,27,0,4,1,25,43,116
27,91年 1月,嘉義縣, 69 ,39,0,5,0,27,6,2,3,0,20,1,4,0,0,5,8,0,2,0,2,5,7,5,0,0,6,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0, 64 ,0,0,2,10,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9
28,91年 2月,嘉義縣, 123 ,44,1,10,0,32,4,5,6,0,22,0,2,2,0,5,6,0,1,0,2,2,32,23,0,0,5,2,0,2,3,0,1,1,0,0,0,0,0,8,0,0, 105 ,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,5,8,7
29,91年 3月,嘉義縣, 116 ,62,1,7,1,53,3,10,2,1,28,1,1,2,0,5,5,0,2,0,8,10,37,19,0,0,5,1,0,8,1,0,2,0,0,0,0,0,0,9,0,0, 106 ,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,5,10
30,91年 4月,嘉義縣, 103 ,64,0,5,0,46,6,14,0,0,22,3,4,1,0,7,6,0,3,0,2,3,31,21,0,0,10,0,0,1,7,0,1,1,0,0,0,0,2,1,0,0, 86 ,0,0,1,1,0,0,0,0,0,0,2,0,0,4,0,1,0,2,3,9
31,91年 5月,嘉義縣, 95 ,44,0,1,0,46,7,7,0,2,27,3,2,3,0,4,5,0,1,0,5,4,29,11,0,0,7,0,0,4,3,0,0,0,1,0,0,0,0,4,0,0, 89 ,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,8
32,91年 6月,嘉義縣, 124 ,50,1,3,0,56,4,10,1,0,33,5,0,2,0,4,0,0,42,0,3,2,38,11,0,0,7,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0, 79 ,0,0,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,8
33,91年 7月,嘉義縣, 122 ,43,0,1,0,46,4,10,0,0,30,6,9,0,0,2,7,0,1,1,3,6,22,8,0,0,5,3,0,2,0,0,1,1,0,0,0,0,1,3,0,0, 89 ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10
34,91年 8月,嘉義縣, 115 ,44,1,3,0,55,8,11,6,0,33,4,12,2,0,2,1,0,7,0,3,2,25,14,0,0,9,1,0,7,8,0,0,0,0,0,0,0,1,2,1,0, 114 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4,8
35,91年 9月,嘉義縣, 144 ,40,0,5,0,45,7,11,1,0,24,2,3,6,0,2,3,0,3,0,2,7,33,19,0,0,7,0,0,3,2,0,0,1,1,0,0,0,1,2,0,0, 114 ,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,7
36,91年 10月,嘉義縣, 126 ,49,2,4,0,40,8,9,2,0,23,1,0,3,0,1,1,0,2,1,3,4,28,8,0,0,6,2,0,2,4,0,2,0,0,0,0,0,1,2,0,0, 77 ,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,3,1,12
37,91年 11月,嘉義縣, 132 ,46,7,2,0,33,8,1,1,0,32,3,0,5,1,10,5,0,47,0,4,0,31,7,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0, 78 ,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,2,1,0,5,16
38,91年 12月,嘉義縣, 96 ,51,1,4,0,32,2,8,1,0,16,1,1,5,0,1,5,0,10,0,7,5,22,6,0,0,11,2,0,6,3,0,5,0,0,0,0,0,0,8,1,0, 54 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,12
39,92年,嘉義縣," 1,527 ",480,17,57,3,469,112,109,16,5,319,15,15,47,3,34,54,0,136,1,30,38,244,102,1,0,80,5,0,34,26,0,21,0,4,1,1,0,14,23,1,13, 722 ,0,13,1,0,0,1,0,0,0,0,17,0,1,21,3,0,0,36,56,127
40,92年 1月,嘉義縣, 161 ,58,1,8,0,40,10,11,4,0,24,1,0,4,1,5,3,0,3,0,3,2,26,10,0,0,8,1,0,7,5,0,8,0,0,0,0,0,0,9,0,0, 96 ,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,5,14
41,92年 2月,嘉義縣, 111 ,25,3,8,0,40,3,5,0,0,33,1,1,3,0,5,2,0,25,0,3,5,12,5,0,0,4,0,0,7,1,0,0,0,0,0,0,0,0,2,0,1, 62 ,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,2,2,9
42,92年 3月,嘉義縣, 136 ,31,0,5,2,41,7,12,3,1,34,2,1,2,0,0,4,0,18,0,3,3,24,3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0, 57 ,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,9,9
43,92年 4月,嘉義縣, 122 ,34,0,2,0,32,4,5,3,0,36,2,0,4,0,5,4,0,4,0,1,5,22,8,0,0,7,1,0,4,1,0,1,0,2,1,0,0,1,1,1,0, 61 ,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,16
44,92年 5月,嘉義縣, 137 ,44,4,11,0,45,7,5,0,0,34,2,0,5,0,7,6,0,16,0,4,4,30,8,0,0,10,1,0,3,0,0,0,0,0,0,0,0,4,1,0,4, 63 ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,11
45,92年 6月,嘉義縣, 155 ,42,0,4,0,37,5,8,1,0,17,0,2,3,1,3,4,0,20,0,1,5,23,10,0,0,11,0,0,5,2,0,1,0,0,0,0,0,1,2,0,0, 61 ,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,8,9
46,92年 7月,嘉義縣, 94 ,50,2,3,1,44,13,11,1,0,29,2,6,9,0,2,7,0,3,0,5,1,21,3,0,0,4,1,0,0,2,0,1,0,1,0,1,0,3,1,0,8, 52 ,0,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,5,9,7
47,92年 8月,嘉義縣, 105 ,53,1,3,0,53,8,19,0,2,30,2,3,5,1,2,16,0,24,0,1,5,19,8,1,0,4,0,0,3,3,0,4,0,0,0,0,0,0,3,0,0, 54 ,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,3,6
48,92年 9月,嘉義縣, 94 ,38,0,3,0,30,9,18,3,1,18,0,0,1,0,2,1,0,8,0,1,3,17,7,0,0,11,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0, 51 ,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
49,92年 10月,嘉義縣, 200 ,37,1,4,0,55,12,8,0,1,29,2,2,4,0,1,4,0,14,0,4,3,26,15,0,0,7,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0, 58 ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12
50,92年 11月,嘉義縣, 101 ,22,1,2,0,25,10,4,0,0,17,0,0,5,0,2,3,0,1,0,2,1,15,12,0,0,1,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0, 42 ,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,12,1,19
51,92年 12月,嘉義縣, 111 ,46,4,4,0,27,24,3,1,0,18,1,0,2,0,0,0,0,0,1,2,1,9,13,0,0,7,0,0,1,5,0,2,0,0,0,0,0,0,1,0,0, 65 ,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5,10
52,93年,嘉義縣," 1,364 ",440,11,60,1,318,150,79,14,1,230,18,8,42,2,21,32,0,113,4,29,49,346,166,0,0,60,8,0,23,21,0,15,9,0,0,1,0,9,12,0,8, 618 ,0,3,3,7,1,2,0,0,0,0,4,0,1,35,1,0,0,62,29,179
53,93年 1月,嘉義縣, 127 ,65,1,4,1,22,8,11,2,0,14,2,0,3,1,1,0,0,16,0,2,3,22,15,0,0,5,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0, 68 ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,5,10
54,93年 2月,嘉義縣, 80 ,36,3,5,0,27,27,4,0,0,15,0,0,5,0,1,2,0,10,0,4,6,22,18,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0, 59 ,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,5,1,16
55,93年 3月,嘉義縣, 131 ,34,1,21,0,23,3,5,1,0,21,1,0,4,0,3,3,0,8,1,3,2,41,22,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 51 ,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,5,2,14
56,93年 4月,嘉義縣, 136 ,32,1,2,0,27,27,5,0,1,35,1,0,1,0,0,3,0,11,0,2,5,31,12,0,0,3,1,0,5,1,0,2,0,0,0,0,0,4,2,0,1, 50 ,0,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,8,3,12
57,93年 5月,嘉義縣, 134 ,34,0,1,0,28,12,5,0,0,19,1,1,1,0,4,2,0,6,0,3,3,33,7,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0, 48 ,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,11
58,93年 6月,嘉義縣, 110 ,32,2,8,0,24,15,6,0,0,17,2,0,5,0,1,6,0,11,0,2,7,30,13,0,0,7,1,0,0,5,0,1,0,0,0,1,0,2,1,0,1, 55 ,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,12
59,93年 7月,嘉義縣, 95 ,43,1,0,0,29,4,3,1,0,14,3,4,4,0,2,1,0,5,1,2,5,29,14,0,0,5,0,0,1,3,0,1,0,0,0,0,0,1,1,0,1, 33 ,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,3,20
60,93年 8月,嘉義縣, 82 ,34,0,2,0,33,5,9,1,0,17,4,1,2,0,2,2,0,15,0,3,3,22,15,0,0,7,1,0,4,1,0,3,0,0,0,0,0,0,0,0,0, 44 ,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,5,16
61,93年 9月,嘉義縣, 97 ,30,1,4,0,23,31,11,0,0,20,3,1,5,0,2,3,0,11,0,1,2,23,9,0,0,4,2,0,2,1,0,3,0,0,0,0,0,0,0,0,1, 43 ,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,24
62,93年 10月,嘉義縣, 136 ,32,0,5,0,36,9,7,5,0,19,1,1,1,0,1,1,0,14,1,3,8,41,13,0,0,4,2,0,2,0,0,0,1,0,0,0,0,2,3,0,1, 67 ,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,3,17
63,93年 11月,嘉義縣, 82 ,37,1,3,0,27,3,9,2,0,17,0,0,4,0,1,4,0,5,0,2,3,31,13,0,0,7,0,0,0,2,0,1,8,0,0,0,0,0,0,0,1, 65 ,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6,2,14
64,93年 12月,嘉義縣, 154 ,31,0,5,0,19,6,4,2,0,22,0,0,7,1,3,5,0,1,1,2,2,21,15,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,2,0,2, 35 ,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,13
65,94年,嘉義縣," 1,455 ",574,11,37,3,339,231,123,22,1,237,14,13,21,0,9,24,0,51,1,28,35,437,256,0,0,60,12,56,26,18,0,17,1,1,1,0,0,8,7,0,12, 569 ,0,16,5,34,0,1,0,2,0,0,5,0,0,33,1,1,0,48,13,118
66,94年 1月,嘉義縣, 161 ,50,2,5,0,23,10,10,1,0,19,1,0,3,0,1,2,0,12,0,3,1,31,34,0,0,5,2,2,4,4,0,0,0,0,0,0,0,2,0,0,0, 64 ,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,12
67,94年 2月,嘉義縣, 94 ,42,1,1,0,13,8,7,3,0,8,1,1,2,0,0,2,0,0,0,2,3,42,25,0,0,4,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0, 37 ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,5
